6080589	6095692	97
18482420	18502796	238
20838076	20873757	240
7023281	7034623	73
9914373	9915349	25
4166848	4174019	69
5188857	5189742	6
8166631	8179034	87
21298349	21331353	177
15953609	15971526	114
18163698	18195954	162
4045452	4053522	48
12060134	12064689	26
1711134	1711929	11
22439693	22456893	117
11956447	11971405	100
404676	427810	155
14112532	14115541	15
11406868	11421918	92
13410797	13415056	18
2399705	2414064	86
6345106	6360844	142
1894138	1898969	31
22166626	22183806	113
16309860	16323454	62
17669473	17680810	59
11294821	11305817	119
21332405	21360570	176
21055157	21086528	373
17999061	18003786	36
10048325	10063403	125
14686305	14728598	322
16881971	17181315	2141
17694657	17697344	20
1634340	1641582	43
14496069	14502344	51
1770143	1774706	32
11590474	11605898	96
13687265	13689907	9
10545928	10556954	70
27495	41042	98
11637455	11645089	41
13711345	13727970	104
1500883	1509301	42
2215932	2235258	342
19508249	19530538	178
1743362	1746568	34
17605426	17634668	211
584902	592973	50
6281790	6289655	54
13497701	13499629	14
11307153	11311352	24
16675916	16693492	117
5401123	5427619	159
15149374	15172237	271
15937355	15939276	14
18864232	18870840	43
2363289	2376539	62
2113230	2119163	89
12814181	12823181	45
21821824	21909549	556
13368854	13392253	122
5329609	5331977	16
6260028	6268254	37
11406868	11421918	92
10206701	10231128	215
1139773	1141207	11
1142306	1155900	84
17735347	17749179	74
3717520	3727153	52
6260028	6268254	37
11369056	11384100	168
14660394	14684921	202
312000	332596	92
5104750	5114605	47
6303618	6310533	38
11291195	11293820	12
2538559	2581166	461
5148405	5156526	34
2950925	2992385	192
18871853	19004839	1234
2903328	2914240	74
14238563	14242494	13
7152366	7156704	30
20833419	20837066	24
15290402	15367921	520
17528432	17530449	11
3855116	3869237	43
16772247	16778272	19
21112838	21165915	442
15180306	15228864	1003
10836246	10944461	1090
13054527	13084593	179
20614379	20629035	75
6017132	6036283	110
3998049	4010195	74
4689225	4701939	86
17974788	17985311	49
21202033	21270173	467
20468499	20472873	39
15741244	15751840	85
18430170	18468125	239
5683011	5697562	70
14915709	14958003	323
22982667	23053368	472
11432007	11503518	614
23114244	23223076	943
2739765	2774573	175
2296516	2352088	398
5242946	5244125	8
1461830	1479622	101
3118825	3146726	185
19043912	19060394	104
12166845	12186930	101
10335495	10359543	279
4901385	4916126	146
11123377	11130656	44
16754857	16766925	59
17275228	17309496	177
15002541	15049110	369
743984	749024	56
929871	958688	161
13239049	13269118	180
18826836	18850144	142
13656406	13686207	192
11678352	11696653	100
3241905	3246686	17
1630335	1632579	6
18012050	18024658	55
11808754	11846098	208
1519184	1520213	9
22716553	22723166	53
11672909	11677306	30
4853122	4900045	455
52	9766	167
5469027	5479928	135
10416650	10423239	39
5242946	5244125	8
11634711	11636101	6
2739765	2774573	175
1856646	1862647	42
8807100	8831658	357
5401123	5427619	159
17821041	17868902	290
22804427	22810397	35
1244950	1259878	125
11938505	11955415	70
8735568	8737714	12
8674523	8714879	434
12824410	12832091	37
10478947	10480839	7
23575970	23603792	298
1179059	1201833	132
15833384	15936259	962
11672909	11677306	30
20300313	20336886	295
17802761	17805436	11
23061014	23113061	337
9997719	10038082	232
20874828	20903236	219
22545768	22547477	12
12952326	12957521	31
3392155	3393550	11
13211028	13213617	13
19508249	19530538	178
5218482	5241940	108
11873507	11875135	8
9204233	9326861	1516
1586613	1594436	24
14145213	14194328	241
10289299	10298976	60
10463132	10477714	54
18551693	18557301	35
8180127	8187130	27
20337906	20421078	543
11062718	11064752	35
10994748	11006241	55
1119151	1120888	13
18858790	18863192	45
18728119	18747859	197
13996666	14008511	64
11399878	11405696	40
6077256	6079416	11
962936	972220	61
13996666	14008511	64
4064960	4069596	21
19013155	19030844	94
3965038	3972130	45
5671320	5681880	58
17735347	17749179	74
20212145	20216039	34
14496069	14502344	51
9997719	10038082	232
13452355	13457794	25
13368854	13392253	122
6062483	6066719	19
4054634	4063929	44
20749020	20750804	11
9840454	9865752	188
16675916	16693492	117
5586526	5606907	98
6067733	6076024	66
3795614	3797214	10
9840454	9865752	188
9383266	9425822	378
1775849	1790756	106
20833419	20837066	24
14993546	15001507	50
1456770	1460755	15
1032984	1033753	6
743984	749024	56
16856562	16865566	56
15802200	15832304	205
20662198	20676936	59
5027068	5080788	291
22523734	22525532	9
18826836	18850144	142
16413699	16422630	87
17713772	17734287	95
17318672	17332081	53
19375978	19438788	352
3697680	3699679	10
14116890	14119491	13
11399878	11405696	40
16070750	16079834	48
121511	147419	144
8180127	8187130	27
4625125	4673232	319
9952944	9953943	8
16835754	16838700	11
3438033	3442500	12
8874533	8952272	439
4812075	4821560	78
10403113	10408628	29
16835754	16838700	11
1951096	1959723	56
11399878	11405696	40
20153922	20210979	372
17486643	17491117	18
19869261	20152816	2876
13612908	13625233	94
