42370	44220	15
65051	66104	13
341963	343226	9
491888	494226	20
655720	657205	10
871858	874897	34
879437	880419	6
893461	893690	11
1017805	1021057	22
1122129	1124554	18
1145591	1147111	13
1284182	1285418	7
1366448	1367843	14
1379785	1382510	23
1517586	1518164	7
1531887	1532253	7
1680926	1683559	24
1894138	1898970	31
1903214	1907397	21
2059698	2061436	10
2113230	2115848	78
2144319	2146333	23
2179723	2181633	20
2187377	2188257	6
2189721	2193896	67
2387102	2388168	9
2582462	2582745	7
2865789	2869204	33
2932281	2933042	6
2933661	2935110	9
2958046	2959563	12
2991285	2992386	8
3033793	3035307	52
3072803	3073801	13
3115772	3116396	7
3183793	3184679	9
3199226	3200396	8
3392155	3393551	11
3873733	3875309	15
4051135	4052069	13
4297813	4301440	27
4456951	4458793	23
4700587	4701940	10
4714394	4714632	6
4723022	4725616	36
5209450	5211108	11
5238141	5239224	6
5239814	5241941	12
5556512	5557494	7
5658803	5659918	7
5739560	5741245	25
6408630	6409565	10
6443552	6446357	21
6678347	6681647	36
6757066	6760318	15
6782696	6787513	28
6845208	6848681	24
6936098	6941606	40
6943412	6944633	8
7045621	7046332	7
7159155	7163093	28
7168730	7174491	30
7447800	7450708	34
7551476	7554379	34
7648513	7650709	26
8115617	8124786	78
8162098	8162959	9
8209627	8210820	8
8317927	8319229	9
8341427	8348592	75
8379161	8380821	12
8763069	8765539	17
8868043	8872722	31
9009330	9014615	36
9105690	9108915	29
9153304	9158276	84
9397079	9399234	12
9421836	9423165	8
9427003	9427388	6
9551599	9558164	67
9694023	9695508	20
9696295	9701016	36
9825218	9828027	20
9942993	9945026	13
10040268	10040767	7
10141606	10141884	6
10173941	10174827	13
10315910	10317828	12
10318395	10324647	58
10545928	10547063	9
10612261	10616147	56
10636649	10637494	7
10849532	10853073	41
10927684	10933113	44
10966681	10969711	18
10979909	10980975	8
11106183	11109437	24
11114880	11116844	10
11288238	11289620	11
11372009	11372985	7
11423460	11428113	29
11639021	11642003	19
11673692	11675278	19
11685355	11687300	17
11689890	11692717	23
11756088	11758302	30
11900910	11901998	30
11957982	11961538	48
12006782	12008536	17
12043327	12045466	20
12253053	12256314	17
12282581	12283815	10
12649515	12651717	13
12748864	12756513	75
12908843	12909411	6
13029344	13032317	21
13283912	13284964	6
13341471	13342861	7
13646254	13650123	60
13672936	13674205	11
13725064	13727971	38
14291054	14291816	8
14710119	14710239	7
14897351	14899629	11
15015997	15027327	117
15246439	15247560	13
15287482	15289334	14
15322763	15324043	15
15379884	15381961	16
15457689	15461803	29
15462437	15464449	15
15528069	15528930	6
15709241	15710784	14
15826126	15828839	23
15885766	15886538	9
15898560	15900250	10
15938259	15939277	11
15965099	15969688	31
16222269	16223416	32
16282247	16283770	34
16376629	16380064	30
16444551	16448390	32
16551669	16552371	7
16557218	16558472	15
16604368	16604926	6
16618076	16625692	72
16626364	16626961	13
16662734	16663949	11
16718618	16722026	28
16922553	16935091	97
16980955	17022836	348
17221763	17223024	14
17250550	17256733	35
17311572	17312554	9
17419333	17420125	8
17473391	17474069	24
17613227	17614198	7
17714920	17717727	20
17919757	17920436	8
18022661	18024659	15
18085063	18085904	6
18140696	18143125	23
18151843	18153646	15
18641318	18643582	19
18899185	18901860	25
18920746	18932712	101
19384284	19386880	20
19526879	19528302	18
19568290	19577874	96
19604092	19604584	8
19632366	19636426	24
20033595	20049358	130
20232570	20233866	16
20247939	20249427	14
20658165	20659289	9
20753871	20756021	17
20859522	20860956	16
20918756	20924283	66
20945887	20948241	15
21071630	21072666	12
21074042	21085494	145
21113654	21116282	26
21198842	21200999	22
21506854	21510913	38
21551024	21552189	16
21719296	21720461	16
21782617	21785104	15
21842631	21845178	29
21876466	21880054	24
22100031	22101365	13
22120694	22122843	29
22227043	22229408	15
22301815	22303613	28
22552399	22553679	9
22562425	22563505	7
22929861	22931392	11
23079377	23080093	6
23332892	23334216	9
23353059	23355808	19
23374143	23375026	6
