2454	2869	8
202893	203388	10
629968	630205	13
825892	826450	8
1097740	1098076	6
1145591	1146700	12
1308451	1308720	6
1489428	1489884	6
1492626	1493192	11
1768483	1768831	10
2128459	2128781	9
2260818	2261287	6
2264992	2265688	35
2329758	2329957	6
2536236	2536647	6
2639502	2639764	9
2791666	2792977	53
3204657	3205269	7
3357852	3358901	14
3565512	3565895	6
3624827	3625432	10
3888635	3889145	7
3921969	3922732	10
4243478	4244174	11
4267898	4268979	12
4358269	4359150	10
4373499	4375159	16
4443555	4443702	6
4446909	4448028	16
4554598	4555298	13
4557113	4557823	10
4589497	4589705	10
4898634	4898848	6
5523276	5523506	14
5888749	5889249	7
5911728	5912644	11
6174848	6175424	6
6355421	6356083	9
6383479	6384053	9
6503914	6504497	17
6543725	6544256	10
6631173	6638907	247
6823990	6824842	10
6859838	6860338	11
6870766	6871615	19
7000734	7001165	8
7005410	7005926	9
7186196	7187893	19
7226273	7226492	6
7285078	7286885	46
7291833	7293590	53
7390526	7391887	21
7430878	7432241	21
7686941	7687924	18
7958825	7959360	11
8137343	8138028	12
8162660	8162959	7
8214570	8215013	8
8681576	8682148	15
8684997	8685599	10
8863182	8863608	19
9048255	9049281	20
9056172	9056719	9
9097120	9097232	6
9127013	9127600	9
9179644	9180015	7
9193497	9194096	8
9228164	9228672	8
9228894	9230235	25
9349876	9350163	6
9529840	9530191	8
9545088	9545596	9
9551599	9551959	12
9562919	9563291	8
9588997	9589528	21
9668840	9669652	18
9769564	9770143	34
9780083	9780265	6
9910439	9910929	6
10093653	10093870	6
10132885	10133304	6
10154900	10155404	8
10157123	10157566	6
10851874	10852440	11
10972465	10973083	8
11297071	11299115	67
11363710	11364254	15
11391120	11395253	151
11701323	11702971	24
11851634	11852050	6
11981151	11981731	9
11999117	11999470	7
12137399	12138015	12
13336335	13337015	10
13393726	13393997	6
13412144	13412453	6
13658629	13659106	6
13774164	13774737	6
13796723	13797578	15
13932468	13933381	13
14064531	14064960	7
14300497	14300904	6
14460175	14460831	8
14491992	14493083	10
14604245	14605032	10
14676090	14677379	34
14854241	14854570	15
14946384	14946967	7
15010656	15011934	15
15135503	15135700	6
15145707	15146808	19
15242369	15242647	6
15291168	15291889	7
15373423	15374260	13
15400896	15401103	11
15504324	15504679	6
15742154	15742494	6
15824686	15825102	6
15853591	15853777	6
15883539	15884295	14
15917404	15918122	15
16078332	16079210	14
16322980	16323455	10
16336472	16336909	7
16455008	16456057	24
16464919	16465417	6
16501539	16502113	7
16639827	16640279	6
16685148	16686996	35
16792817	16793417	39
16973182	16973845	7
17003339	17004373	12
17128849	17129370	7
17151818	17152239	6
17197940	17198403	6
17573896	17576396	90
17825202	17825576	6
17982615	17982954	7
17994428	17994807	7
18026013	18026572	7
18222511	18226926	164
18342445	18342762	9
18345009	18346017	22
18464469	18465017	22
18625470	18626278	25
18636306	18636769	7
18687955	18688549	11
18710678	18711191	7
18816496	18817054	6
18859974	18860364	12
18929803	18930567	13
18968198	18969206	23
18973023	18973754	13
19076319	19077371	18
19119366	19119832	6
19125701	19126109	6
19348521	19349179	12
19792563	19793248	11
19934975	19935948	19
19967979	19968390	8
20032528	20032746	6
20036357	20037074	12
20053070	20053787	12
20109749	20110406	10
20293457	20294171	13
20298849	20299193	6
20525748	20526191	7
20556550	20558375	27
20684760	20685128	6
20885447	20885901	6
20896754	20897208	9
20920292	20921882	22
21046035	21046766	18
21071630	21072083	7
21076549	21077950	46
21179742	21179954	6
21418831	21419190	7
21448678	21449658	11
21472847	21473663	13
21518526	21520737	76
21532607	21533260	11
21601553	21601771	6
21609003	21610485	54
21670622	21671845	12
21956038	21956523	8
21991824	21992266	8
22223367	22223939	12
22263538	22263837	6
22281049	22284693	57
22360087	22361056	32
22499352	22499981	12
22539107	22539677	9
22937187	22938504	13
23059535	23059849	6
23196246	23197072	20
23198141	23198365	6
23208256	23211393	134
23440918	23441631	16
23582102	23582466	7
23600199	23600393	7
